Auckland,Christchurch,Dunedin,Hamilton,Lower Hutt,North Shore,Tauranga,Waitakere,Wellington
18.42,13.919,13.076,18.404,16.314,18.42,17.519000000000002,18.42,16.314
19.697,14.529000000000002,13.479,19.377,17.247,19.697,18.024,19.697,17.247
18.805,13.257,11.658,17.86,15.836,18.805,17.029,18.805,15.836
16.959,11.949000000000002,8.885,15.268,13.982,16.959,14.719,16.959,13.982
14.981,9.452,4.543,12.654000000000002,12.119000000000002,14.981,12.922,14.981,12.119000000000002
12.305,6.759,1.873,9.45,9.314,12.305,9.93,12.305,9.314
11.915,6.914,1.811,9.209,9.295,11.915,9.823,11.915,9.295
11.659,7.169,3.209,9.441,9.141,11.659,9.872,11.659,9.141
13.152,9.51,7.166,11.816999999999998,11.235,13.152,11.662,13.152,11.235
13.54,9.338,7.609,12.758,11.666,13.54,12.454,13.54,11.666
15.722,12.454,11.218,15.403,14.469,15.722,14.781,15.722,14.469
16.6,12.218,11.206,16.395,14.739,16.6,15.778,16.6,14.739
17.131,11.928,11.519,16.941,14.866,17.131,16.070999999999998,17.131,14.866
19.171,14.246,13.292,18.87,16.78,19.171,17.715999999999998,19.171,16.78
18.401,13.237,11.599,17.430999999999994,15.697,18.401,16.511,18.401,15.697
16.883,11.673,8.652000000000001,15.213,14.217,16.883,14.804,16.883,14.217
14.502999999999998,9.632,5.420999999999999,12.194,11.936,14.502999999999998,12.358,14.502999999999998,11.936
13.18,7.444,2.25,10.358,10.164,13.18,10.783,13.18,10.164
12.076,6.6610000000000005,1.763,9.295,9.198,12.076,10.06,12.076,9.198
11.970999999999998,6.815,2.9130000000000003,9.732,9.328,11.970999999999998,10.183,11.970999999999998,9.328
12.618,8.449,6.234,11.235,10.599,12.618,11.302,12.618,10.599
13.562,8.674,7.359,12.652,11.327,13.562,12.32,13.562,11.327
15.505,10.254,9.515,14.84,12.852,15.505,14.065,15.505,12.852
16.296,12.263,11.454,16.049999999999994,14.353,16.296,15.398,16.296,14.353
17.75,12.836,12.224,17.529,15.39,17.75,16.787,17.75,15.39
17.782,11.85,11.031,17.272000000000002,14.918,17.782,16.332,17.782,14.918
18.823,13.357,11.494000000000002,17.897000000000002,16.134,18.823,17.055999999999994,18.823,16.134
16.851999999999997,10.665,7.541,15.09,13.743,16.851999999999997,14.775,16.851999999999997,13.743
13.854,8.235,3.923,11.462,11.018,13.854,11.859000000000002,13.854,11.018
13.207,7.234,1.7919999999999998,10.429,10.281,13.207,11.003,13.207,10.281
11.799,6.348,1.197,9.082999999999998,9.123,11.799,9.746,11.799,9.123
11.436,5.721,1.935,9.053,8.248000000000001,11.436,9.574,11.436,8.248000000000001
12.961,8.83,6.287000000000001,11.598,10.975,12.961,11.59,12.961,10.975
12.907,8.005,6.63,11.984000000000002,10.627,12.907,11.681,12.907,10.627
14.441,9.957,9.539,13.924,12.349,14.441,13.423,14.441,12.349
17.262999999999998,13.335,12.478,17.156,15.572,17.262999999999998,16.302,17.262999999999998,15.572
19.166,14.082,13.501,19.058,16.78,19.166,17.871,19.166,16.78
19.761,14.473,13.224,19.555,17.533,19.761,18.437,19.761,17.533
18.892,12.898,11.172,17.871,15.765,18.892,16.971999999999998,18.892,15.765
15.425999999999998,9.015,6.198,13.56,12.021999999999998,15.425999999999998,13.418,15.425999999999998,12.021999999999998
14.207,8.786,4.31,11.83,11.362,14.207,12.11,14.207,11.362
12.614,7.053999999999999,2.215,9.809,9.715,12.614,10.299,12.614,9.715
11.77,5.627000000000001,0.6950000000000001,8.86,8.353,11.77,9.558,11.77,8.353
11.284,7.225,3.343,9.183,9.253,11.284,9.658,11.284,9.253
11.925,6.566,4.175,10.331,9.073,11.925,10.448,11.925,9.073
12.805,8.817,7.473999999999998,11.916,10.717,12.805,11.548,12.805,10.717
14.106,8.943,8.085999999999999,13.487,11.724,14.106,13.039,14.106,11.724
15.652,10.59,10.091,15.271999999999998,13.186,15.652,14.818,15.652,13.186
15.775,10.968,10.583,15.5,13.331,15.775,14.685,15.775,13.331
16.773,11.913,11.087,16.417,14.54,16.773,15.534,16.773,14.54
16.828,11.076,9.509,15.820999999999998,14.017,16.828,15.169999999999998,16.828,14.017
14.999999999999998,9.435,6.814,13.179,11.852,14.999999999999998,12.889,14.999999999999998,11.852
12.839,7.218,3.144,10.369000000000002,9.733,12.839,10.599,12.839,9.733
12.352,6.325,1.165,9.464,9.122,12.352,10.079,12.352,9.122
11.645,5.973999999999998,0.9260000000000002,8.847999999999997,8.692,11.645,9.406,11.645,8.692
12.132,6.962000000000001,2.823,9.944,9.608,12.132,10.337,12.132,9.608
12.316,7.745,5.374,10.876,10.008,12.316,10.865,12.316,10.008
13.119000000000002,8.112,6.813,12.163,10.708,13.119000000000002,11.744000000000002,13.119000000000002,10.708
13.933,9.056,8.418,13.309,11.544,13.933,12.918,13.933,11.544
15.905,11.309,10.642,15.534,13.66,15.905,14.752,15.905,13.66
16.912,11.76,11.252,16.722,14.503,16.912,15.772,16.912,14.503
18.183,13.185,12.644,17.830000000000005,15.782000000000002,18.183,16.779,18.183,15.782000000000002
17.400000000000002,12.681,11.067,16.514999999999993,15.083,17.400000000000002,15.899,17.400000000000002,15.083
15.194,9.719,7.122999999999999,13.416,12.174,15.194,13.199000000000002,15.194,12.174
13.726,7.622000000000001,3.255,11.239,10.458,13.726,11.574000000000002,13.726,10.458
12.861,7.632000000000001,2.506,10.053,9.962,12.861,10.627,12.861,9.962
12.123,5.9270000000000005,0.7759999999999999,9.173,8.530999999999999,12.123,9.774,12.123,8.530999999999999
11.29,6.932,2.8710000000000004,9.174,9.109,11.29,9.688,11.29,9.109
12.083,7.66,5.218,10.646,9.719,12.083,10.544,12.083,9.719
12.841,8.702,7.379,12.093,11.095,12.841,11.708,12.841,11.095
14.547,10.428,9.796,14.045,12.569,14.547,13.549,14.547,12.569
16.342,11.504,10.822,15.987999999999998,13.93,16.342,15.046,16.342,13.93
18.439,12.654000000000002,12.078,18.183,15.58,18.439,16.951999999999998,18.439,15.58
19.54,14.352,13.248,19.164,16.949,19.54,17.948,19.54,16.949
18.158,12.146,10.146,17.200999999999997,15.436,18.158,16.500999999999998,18.158,15.436
16.683,11.209,8.339,14.927,13.574000000000002,16.683,14.505,16.683,13.574000000000002
14.039,8.979,5.037,11.617,11.01,14.039,11.924,14.039,11.01
11.67,5.38,0.217,8.722000000000001,8.31,11.67,9.392,11.67,8.31
10.800999999999998,5.255,0.7260000000000001,7.914,7.659999999999998,10.800999999999998,8.606,10.800999999999998,7.659999999999998
11.416,4.996,1.344,8.953,7.931,11.416,9.418,11.416,7.931
11.765999999999998,7.513,5.13,10.282,9.5,11.765999999999998,10.347,11.765999999999998,9.5
13.086,8.612,7.644,12.093,10.563,13.086,11.732,13.086,10.563
15.194,11.136,10.65,14.638,12.866,15.194,13.981,15.194,12.866
16.157,11.833,11.49,15.819,13.815,16.157,14.970999999999998,16.157,13.815
19.831,15.782,15.359000000000002,19.917,18.094,19.831,18.525,19.831,18.094
19.601,14.434,13.838,19.234,16.842000000000002,19.601,17.878999999999994,19.601,16.842000000000002
18.957,13.927,12.175,18.042,16.198,18.957,17.052,18.957,16.198
16.862000000000002,11.233,8.281,15.118,13.761,16.862000000000002,14.762,16.862000000000002,13.761
14.11,7.528,3.137,11.536,10.481,14.11,11.848,14.11,10.481
13.042,6.556,1.144,10.085,9.541,13.042,10.672,13.042,9.541
11.811,5.907,0.7879999999999999,8.953999999999997,8.66,11.811,9.559,11.811,8.66
10.457,6.233,2.405,8.237,7.975,10.457,8.748,10.457,7.975
11.904000000000002,7.047999999999999,4.405,10.386,9.509,11.904000000000002,10.454,11.904000000000002,9.509
12.99,8.894,7.241,12.077000000000002,10.774,12.99,11.832,12.99,10.774
14.115,9.269,8.601999999999999,13.495,11.725,14.115,12.959,14.115,11.725
15.82,11.524,11.656,15.484999999999998,13.457,15.82,14.737,15.82,13.457
17.358999999999998,13.424,13.193,17.264,15.246,17.358999999999998,16.297,17.358999999999998,15.246
17.014,12.405,11.722,16.669,14.688000000000002,17.014,15.568,17.014,14.688000000000002
17.234,11.845999999999998,9.955,16.299999999999994,14.742,17.234,15.526,17.234,14.742
14.877,9.235,6.257000000000001,13.077,11.874,14.877,12.880999999999998,14.877,11.874
13.882,7.760999999999999,3.154,11.442,10.786,13.882,11.629,13.882,10.786
12.144,7.001,1.661,9.468,9.74,12.144,10.068,12.144,9.74
11.816,5.7010000000000005,0.2440000000000001,8.975999999999997,8.766,11.816,9.707,11.816,8.766
12.237,6.932,2.6060000000000003,10.048,9.745,12.237,10.553,12.237,9.745
12.014,7.8119999999999985,5.313,10.611999999999998,9.953,12.014,10.586,12.014,9.953
13.043,9.295,7.957000000000001,12.220999999999998,11.263,13.043,11.978000000000002,13.043,11.263
13.493,7.917999999999999,7.235999999999999,12.825,10.92,13.493,12.472,13.493,10.92
14.643,10.597,10.228,14.383,12.717,14.643,13.672,14.643,12.717
18.507,14.63,14.465,18.506,16.613,18.507,17.454,18.507,16.613
18.69100000000001,13.711,12.889,18.345,16.264000000000006,18.69100000000001,17.248,18.69100000000001,16.264000000000006
17.621000000000006,12.711,10.743,16.641,14.821,17.621000000000006,15.831,17.621000000000006,14.821
15.793,10.549,7.621,14.015999999999998,12.821,15.793,13.637,15.793,12.821
14.181,8.574,4.273,11.757,11.164,14.181,11.9,14.181,11.164
12.636,4.548,-0.981,9.531,8.495000000000001,12.636,10.063,12.636,8.495000000000001
11.744000000000002,5.324999999999998,0.1190000000000001,8.806000000000001,8.266,11.744000000000002,9.36,11.744000000000002,8.266
11.563,5.997999999999999,1.902,9.275,8.748000000000001,11.563,9.682,11.563,8.748000000000001
13.28,8.074,5.417000000000001,11.848999999999998,10.907,13.28,11.804,13.28,10.907
13.789,9.885,8.66,12.970999999999998,11.775,13.789,12.603000000000002,13.789,11.775
14.893,10.032,9.52,14.336,12.667,14.893,13.739999999999998,14.893,12.667
17.052,13.325,12.869000000000002,16.851999999999997,15.201,17.052,15.951,17.052,15.201
16.874000000000002,12.397,12.569,16.694000000000003,14.558,16.874000000000002,15.668,16.874000000000002,14.558
18.93,14.014,13.503,18.582,16.288,18.93,17.217,18.93,16.288
17.785,12.374,10.769,16.814999999999998,14.976,17.785,15.887999999999998,17.785,14.976
16.697999999999997,11.786,8.693,15.124,14.258,16.697999999999997,14.661,16.697999999999997,14.258
13.989999999999998,7.540999999999999,3.172,11.503,10.671,13.989999999999998,11.636,13.989999999999998,10.671
13.175999999999998,6.648,1.33,10.306,9.912,13.175999999999998,10.716,13.175999999999998,9.912
12.053999999999998,5.319,-0.0759999999999998,9.152,8.588999999999999,12.053999999999998,9.758,12.053999999999998,8.588999999999999
11.792,7.013999999999999,2.591,9.643,9.459,11.792,9.984,11.792,9.459
12.835,8.628,5.997999999999999,11.453,10.788,12.835,11.478,12.835,10.788
14.29,9.973,8.116999999999999,13.483,12.431,14.29,13.15,14.29,12.431
14.592,10.578,9.827,14.087,12.683,14.592,13.427,14.592,12.683
17.143,12.944,11.890999999999998,16.968,15.319,17.143,16.288,17.143,15.319
17.648,13.005,12.214,17.439999999999998,15.109000000000002,17.648,16.379,17.648,15.109000000000002
18.598,12.74,11.719,18.132,15.528000000000002,18.598,17.02,18.598,15.528000000000002
17.601,12.922,11.089,16.700999999999997,15.09,17.601,15.794,17.601,15.09
15.465999999999998,10.53,7.247000000000001,13.809,12.953,15.465999999999998,13.604,15.465999999999998,12.953
13.491,7.843,3.324,11.068,10.56,13.491,11.247,13.491,10.56
10.929,4.644,-0.296,7.916,7.431,10.929,8.533,10.929,7.431
11.071,5.097,0.002,8.154,7.667999999999998,11.071,8.803999999999998,11.071,7.667999999999998
11.715,6.808,2.8080000000000003,9.483,9.074,11.715,9.752,11.715,9.074
12.827,8.829,6.367000000000001,11.486,10.94,12.827,11.459,12.827,10.94
13.569,10.192,8.923,12.851,12.024,13.569,12.522,13.569,12.024
15.148,11.039,10.236,14.639,13.132,15.148,14.055,15.148,13.132
17.951,13.53,12.753,17.733999999999995,15.931,17.951,16.768,17.951,15.931
18.023,12.677,12.058,17.793,15.359000000000002,18.023,16.76,18.023,15.359000000000002
18.493,13.462,12.404000000000002,18.153,16.102999999999998,18.493,17.052,18.493,16.102999999999998
18.785,13.134,11.219,17.787999999999997,15.733,18.785,16.753,18.785,15.733
16.718,10.809,7.49,14.983,13.656,16.718,14.512,16.718,13.656
14.068,8.291,3.837,11.662,11.107,14.068,11.866,14.068,11.107
12.593,7.249,1.962,9.804,9.832,12.593,10.329,12.593,9.832
11.519,6.558999999999998,1.175,8.767999999999999,8.793999999999999,11.519,9.503,11.519,8.793999999999999
12.429,7.819,3.506,10.307,10.139,12.429,10.775,12.429,10.139
12.478,7.898,5.294,11.02,10.188,12.478,11.03,12.478,10.188
13.688,8.562000000000001,7.035,12.71,11.238,13.688,12.415,13.688,11.238
16.407,12.667,11.662999999999998,16.111,14.885,16.407,15.44,16.407,14.885
16.322,12.3,11.342,16.133,14.666,16.322,15.388,16.322,14.666
18.244,13.297,12.613,18.092,15.907,18.244,17.032,18.244,15.907
18.657,12.931,11.715,18.238,15.845000000000002,18.657,17.186,18.657,15.845000000000002
16.52,10.943,9.192,15.468999999999998,13.612,16.52,14.788999999999998,16.52,13.612
16.494,10.89,7.696000000000001,14.788,13.645,16.494,14.505999999999998,16.494,13.645
15.282,9.636,4.865,12.958,12.565,15.282,13.159,15.282,12.565
12.666,6.223,0.5370000000000001,9.787,9.63,12.666,10.339,12.666,9.63
12.234000000000002,6.752999999999999,1.235,9.474,9.559,12.234000000000002,10.062,12.234000000000002,9.559
12.884,8.357999999999999,4.002,10.786,10.758,12.884,11.061,12.884,10.758
13.231,8.876,5.898,11.868,11.337000000000002,13.231,11.873,13.231,11.337000000000002
14.640999999999998,11.33,9.542,14.022,13.479,14.640999999999998,13.582,14.640999999999998,13.479
17.009,12.298,11.081,16.504,14.825,17.009,15.795,17.009,14.825
16.623,11.139,10.585,16.255,14.103,16.623,15.582,16.623,14.103
19.164,14.292,13.456,19.183,17.08,19.164,17.874000000000002,19.164,17.08
19.145,13.934,12.882,18.872,16.813000000000002,19.145,17.755,19.145,16.813000000000002
17.774,12.313,10.803,16.807000000000002,15.161,17.774,15.998,17.774,15.161
15.372999999999998,9.694,6.595,13.614,12.654000000000002,15.372999999999998,13.361,15.372999999999998,12.654000000000002
14.034999999999998,7.922000000000001,3.266,11.65,11.27,14.034999999999998,12.062,14.034999999999998,11.27
12.701,6.756,1.374,9.897,9.897,12.701,10.548,12.701,9.897
11.556,6.111999999999999,0.7660000000000001,8.713999999999999,8.915,11.556,9.55,11.556,8.915
11.349,6.921,2.727,9.119,9.144,11.349,9.688,11.349,9.144
11.959,6.972,4.356,10.529000000000002,9.735,11.959,10.635000000000002,11.959,9.735
13.597,9.852,8.686,12.78,11.896,13.597,12.491,13.597,11.896
15.205,10.819,10.026,14.779000000000002,13.344,15.205,14.306,15.205,13.344
18.043,14.029000000000002,13.5,17.979999999999997,16.218,18.043,17.152,18.043,16.218
19.107,14.218,13.425,19.203,17.136,19.107,18.147,19.107,17.136
18.994,13.947,13.06,18.753,16.594,18.994,17.48,18.994,16.594
17.809,11.847,10.222,16.766,14.722,17.809,15.928,17.809,14.722
15.32,8.58,5.654,13.522,11.724,15.32,13.299,15.32,11.724
14.069,7.856,3.298,11.661,10.925999999999998,14.069,11.942,14.069,10.925999999999998
12.38,6.775,1.173,9.505,9.326,12.38,10.194,12.38,9.326
9.92,4.188,-1.01,6.979999999999999,6.916,9.92,7.927999999999999,9.92,6.916
10.579,5.928,1.848,8.307,8.279,10.579,8.883,10.579,8.279
12.585,8.459,5.877000000000001,11.156,10.55,12.585,11.217,12.585,10.55
13.475,9.027,7.379,12.636,11.512,13.475,12.449000000000002,13.475,11.512
14.265999999999998,9.927,8.905,13.755999999999998,12.472,14.265999999999998,13.470999999999998,14.265999999999998,12.472
17.573,13.989,13.225,17.345,15.932,17.573,16.541999999999998,17.573,15.932
18.474,13.396,12.388,18.286,16.311,18.474,17.445,18.474,16.311
18.374,13.273,12.197,17.799,15.661,18.374,16.868,18.374,15.661
18.616,11.817,9.619,17.712999999999994,15.434,18.616,16.97,18.616,15.434
16.424,9.816,6.34,14.595,12.906,16.424,14.456,16.424,12.906
14.189,7.401999999999999,2.779,11.647,10.876,14.189,11.877,14.189,10.876
13.107,6.372000000000001,0.8770000000000001,10.168,9.777,13.107,10.642,13.107,9.777
11.89,6.375,0.8220000000000001,9.065,9.192,11.89,9.839,11.89,9.192
11.074000000000002,6.233,2.111,8.754,8.487,11.074000000000002,9.256,11.074000000000002,8.487
13.048,8.026,5.422999999999999,11.573,10.583,13.048,11.501,13.048,10.583
12.689,8.212,6.795999999999999,11.713,10.553,12.689,11.445,12.689,10.553
14.33,9.307,8.427,13.653,11.932,14.33,13.140999999999998,14.33,11.932
17.999000000000002,13.390999999999998,12.583,17.65,15.547,17.999000000000002,16.533,17.999000000000002,15.547
18.49,14.693,13.928,18.492,16.826,18.49,17.41,18.49,16.826
19.737,13.052,12.111,19.38000000000001,16.354000000000006,19.737,17.936,19.737,16.354000000000006
18.092,12.235,10.264,17.069999999999997,15.031,18.092,16.288,18.092,15.031
15.984999999999998,10.322,7.061,14.162,12.875,15.984999999999998,13.957,15.984999999999998,12.875
14.498,8.286,3.507,12.184,11.597,14.498,12.276,14.498,11.597
12.405,6.61,1.445,9.49,9.433,12.405,10.023,12.405,9.433
11.888,5.8020000000000005,0.5710000000000001,9.08,8.998999999999997,11.888,9.848999999999998,11.888,8.998999999999997
11.492,5.792999999999999,1.537,9.19,8.644,11.492,9.63,11.492,8.644
12.564,8.222999999999999,5.381,11.171,10.635000000000002,12.564,11.22,12.564,10.635000000000002
13.127,8.523,6.549,12.264,11.077,13.127,11.949000000000002,13.127,11.077
14.918,11.061,10.283,14.413,13.053,14.918,13.856,14.918,13.053
16.313,11.107,10.889,15.994999999999996,13.826,16.313,15.148,16.313,13.826
17.88,13.647,13.054,17.61,15.685,17.88,16.679000000000002,17.88,15.685
17.248,11.104,9.981,16.605999999999998,14.285000000000002,17.248,15.874,17.248,14.285000000000002
16.990000000000002,11.193,9.461,15.903,13.985,16.990000000000002,15.026,16.990000000000002,13.985
16.214000000000002,10.565,7.614,14.411,13.122,16.214000000000002,13.895,16.214000000000002,13.122
14.36,7.879,3.015,11.847,11.068,14.36,12.044,14.36,11.068
12.558,6.407,1.032,9.67,9.555,12.558,10.271999999999998,12.558,9.555
11.997,5.968,0.6050000000000001,9.202,8.972999999999997,11.997,9.775,11.997,8.972999999999997
11.624,5.475,1.5759999999999998,9.303,8.540000000000001,11.624,9.853,11.624,8.540000000000001
12.45,7.826,5.162999999999999,10.92,10.239,12.45,11.136,12.45,10.239
13.181,8.736,7.286,12.265,11.196,13.181,11.915,13.181,11.196
15.525,10.697,9.619,14.814,13.058,15.525,14.145,15.525,13.058
17.384,13.182,12.323,17.261999999999997,15.611,17.384,16.554000000000002,17.384,15.611
18.332,13.793,12.942,18.214,16.26,18.332,17.082,18.332,16.26
18.575,12.421,11.543,18.007,15.188000000000002,18.575,17.003999999999998,18.575,15.188000000000002
18.006,12.469,10.675999999999998,17.046999999999993,15.275,18.006,16.31,18.006,15.275
16.973,10.908,7.853,15.201,13.861,16.973,14.705,16.973,13.861
13.379,7.284999999999998,2.821,10.896,10.164,13.379,11.326,13.379,10.164
12.628,6.617999999999999,1.445,9.726,9.274,12.628,10.238,12.628,9.274
10.439,4.369999999999999,-0.7,7.539,7.205999999999999,10.439,8.2,10.439,7.205999999999999
11.268,5.464,1.529,8.898,8.176,11.268,9.257,11.268,8.176
12.638,7.773,5.722,11.227,10.45,12.638,11.187,12.638,10.45
13.376,8.526,7.153,12.463,11.157,13.376,12.187,13.376,11.157
14.896,10.361,9.477,14.32,12.737,14.896,13.733,14.896,12.737
16.737000000000002,11.496,10.864,16.323999999999998,14.01,16.737000000000002,15.537,16.737000000000002,14.01
17.512,12.212,11.793,17.305999999999997,14.927,17.512,16.143,17.512,14.927
18.301,12.246,11.242,17.73,14.995,18.301,16.612000000000002,18.301,14.995
18.725,13.081,11.377,17.708,15.69,18.725,16.666999999999998,18.725,15.69
17.712,10.866,7.374,15.872,14.052,17.712,15.408,17.712,14.052
14.445,8.181000000000001,3.474,11.968,11.126,14.445,12.191,14.445,11.126
12.616,5.416,0.084,9.652,9.001,12.616,10.162999999999998,12.616,9.001
11.775,5.975,0.8400000000000001,8.952,8.718,11.775,9.569,11.775,8.718
12.588,7.837999999999999,3.487,10.449000000000002,10.238,12.588,10.785,12.588,10.238
12.359000000000002,7.837000000000001,5.806,10.852,9.823,12.359000000000002,10.85,12.359000000000002,9.823
14.14,9.516,7.875999999999999,13.274,12.012,14.14,13.086,14.14,12.012
14.848,9.881,9.007,14.207,12.393,14.848,13.733,14.848,12.393
16.017,11.386,10.979,15.704999999999998,13.754,16.017,14.976,16.017,13.754
17.389,12.385,11.704,17.215999999999998,15.089,17.389,16.371,17.389,15.089
17.787,12.448,11.478,17.422,15.313000000000002,17.787,16.625,17.787,15.313000000000002
17.297,10.816,9.084,16.156999999999996,13.958,17.297,15.467,17.297,13.958
16.230999999999998,10.947,7.57,14.523,13.553999999999998,16.230999999999998,14.251,16.230999999999998,13.553999999999998
13.722,8.449,3.803,11.385,11.284,13.722,11.713,13.722,11.284
13.612,7.79,1.99,10.800999999999998,10.629,13.612,11.218,13.612,10.629
11.243,4.090999999999998,-1.1489999999999998,8.222000000000001,7.555999999999999,11.243,8.921999999999997,11.243,7.555999999999999
11.463,5.807,1.6780000000000002,9.092,8.482999999999999,11.463,9.453,11.463,8.482999999999999
13.066,8.113,5.424,11.614999999999998,10.777,13.066,11.550999999999998,13.066,10.777
13.616,10.12,8.538,12.8,11.826,13.616,12.465000000000002,13.616,11.826
14.404000000000002,10.334,9.300999999999998,13.915,12.55,14.404000000000002,13.422,14.404000000000002,12.55
15.976,11.319,10.261,15.723,14.034,15.976,15.195,15.976,14.034
17.599,13.259,12.465,17.534000000000002,15.718,17.599,16.757,17.599,15.718
18.519,13.235,11.993,18.146,16.031000000000002,18.519,17.219,18.519,16.031000000000002
18.266,12.565,10.522,17.343999999999998,15.61,18.266,16.692999999999998,18.266,15.61
15.855999999999998,9.712,6.565,14.063,12.666,15.855999999999998,13.874,15.855999999999998,12.666
13.303,6.9670000000000005,2.279,10.841,10.255,13.303,11.348,13.303,10.255
12.453,6.657,1.05,9.664,9.63,12.453,10.328,12.453,9.63
10.673,5.314,0.4620000000000001,7.876999999999999,7.899999999999999,10.673,8.613,10.673,7.899999999999999
10.824000000000002,5.781000000000001,1.7009999999999998,8.664,8.605,10.824000000000002,9.299,10.824000000000002,8.605
10.806,5.478,2.779,9.258,8.357000000000001,10.806,9.495,10.806,8.357000000000001
12.22,7.675000000000002,6.259,11.285,9.952,12.22,10.995,12.22,9.952
14.152,9.504,8.497,13.501,11.645,14.152,12.94,14.152,11.645
15.433,9.515,8.812000000000001,14.930999999999996,12.554,15.433,14.076,15.433,12.554
16.622999999999998,10.847,10.179,16.34,13.959,16.622999999999998,15.408,16.622999999999998,13.959
18.211,12.746,12.043,17.739,15.346000000000002,18.211,16.555999999999997,18.211,15.346000000000002
17.475,11.706,10.067,16.429000000000002,14.425,17.475,15.493,17.475,14.425
15.195,10.159,6.855,13.468,12.444,15.195,13.239,15.195,12.444
13.855,7.89,3.12,11.373,10.671,13.855,11.76,13.855,10.671
12.063,5.15,-0.143,8.978,8.139,12.063,9.559,12.063,8.139
11.675,5.744,0.2920000000000001,8.838,8.636999999999999,11.675,9.571,11.675,8.636999999999999
11.217,5.337999999999999,1.045,8.783,7.847,11.217,9.283,11.217,7.847
12.296,7.318,4.579,10.732,9.535,12.296,10.605,12.296,9.535
14.903,10.529000000000002,8.754999999999999,14.093,13.022,14.903,13.661,14.903,13.022
16.168,11.973,10.866,15.727,14.35,16.168,15.112,16.168,14.35
17.908,12.984000000000002,11.976,17.715999999999994,15.944,17.908,16.855,17.908,15.944
17.932000000000002,13.727,13.188,17.616,15.65,17.932000000000002,16.427,17.932000000000002,15.65
18.115,13.577,12.468,17.676000000000005,15.997000000000002,18.115,16.617,18.115,15.997000000000002
17.583000000000002,12.021,9.886,16.473999999999997,14.9,17.583000000000002,15.928,17.583000000000002,14.9
15.631999999999998,9.925,7.109,13.789,12.691,15.631999999999998,13.585,15.631999999999998,12.691
13.727,8.719,4.423,11.423,11.095,13.727,11.488,13.727,11.095
12.146,6.772,1.634,9.287,9.206,12.146,9.988,12.146,9.206
11.626,5.797999999999999,0.6900000000000002,8.818,8.383,11.626,9.376,11.626,8.383
11.413,5.549,1.585,9.188,8.645,11.413,9.69,11.413,8.645
12.101,7.4689999999999985,4.572,10.626,9.974,12.101,10.819,12.101,9.974
12.831,8.459,6.960999999999999,11.999,10.686,12.831,11.847,12.831,10.686
14.213,9.814,8.863999999999997,13.683,12.345999999999998,14.213,13.26,14.213,12.345999999999998
15.01,10.997,10.36,14.797999999999998,13.024,15.01,14.345,15.01,13.024
16.447,11.204,10.66,16.326999999999998,14.034,16.447,15.453,16.447,14.034
18.21,13.191,12.334,17.848000000000006,15.753000000000002,18.21,16.695,18.21,15.753000000000002
17.854,12.671,11.097,16.9,15.124,17.854,16.038999999999998,17.854,15.124
16.078,9.757,6.533,14.345999999999998,12.923,16.078,13.966,16.078,12.923
14.952,7.930999999999999,3.249,12.274,11.171,14.952,12.436,14.952,11.171
12.515999999999998,5.926,0.6110000000000001,9.507,8.728,12.515999999999998,10.173,12.515999999999998,8.728
11.268,5.909999999999998,0.6140000000000001,8.575,8.777999999999999,11.268,9.287,11.268,8.777999999999999
11.45,6.337999999999999,2.302,9.136,8.851,11.45,9.62,11.45,8.851
12.357,7.29,4.2620000000000005,10.834,9.893,12.357,11.209,12.357,9.893
12.772,8.368,6.535,11.920000000000002,10.935,12.772,11.933000000000002,12.772,10.935
15.07,10.249,9.275,14.515999999999998,12.823,15.07,14.04,15.07,12.823
16.28,11.573,10.872,15.987999999999998,13.880999999999998,16.28,15.042,16.28,13.880999999999998
16.776999999999994,11.474,10.8,16.552,14.388,16.776999999999994,15.714,16.776999999999994,14.388
17.165,11.283,10.380999999999998,16.740000000000002,14.164,17.165,15.887,17.165,14.164
16.817,11.06,9.315,15.823999999999998,13.699000000000002,16.817,14.806,16.817,13.699000000000002
15.357,9.518,6.456,13.475,12.143,15.357,13.322,15.357,12.143
13.727,7.991999999999999,3.3510000000000004,11.293,10.803,13.727,11.701,13.727,10.803
12.035,6.761,1.633,9.18,9.266,12.035,9.911,12.035,9.266
11.964,6.222,0.6720000000000002,9.142,9.184,11.964,10.252,11.964,9.184
11.605,6.523,2.352,9.215,8.804,11.605,9.784,11.605,8.804
11.986,7.749,5.191,10.486999999999998,9.59,11.986,10.512,11.986,9.59
13.555,9.543,7.973,12.578,11.538,13.555,12.408,13.555,11.538
14.59,9.941,9.146,13.79,11.993,14.59,13.02,14.59,11.993
16.826999999999998,12.292,11.776,16.322999999999997,14.304,16.826999999999998,15.945,16.826999999999998,14.304
18.358,13.897,13.201,18.097,16.184,18.358,17.101,18.358,16.184
18.359,14.335,13.579,17.954,16.303,18.359,16.805999999999997,18.359,16.303
18.624,13.867,11.746,17.636999999999997,16.058,18.624,16.857,18.624,16.058
17.131,11.389,8.127,15.399,14.103,17.131,15.484000000000002,17.131,14.103
13.775,8.202,3.751,11.451,10.683,13.775,11.682,13.775,10.683
12.181,5.9190000000000005,0.639,9.285,8.652000000000001,12.181,9.771999999999998,12.181,8.652000000000001
11.597,5.986000000000001,0.8430000000000001,8.898,8.58,11.597,9.457999999999998,11.597,8.58
11.959,6.345,2.069,9.807,9.107,11.959,10.095,11.959,9.107
