Auckland,Christchurch,Dunedin,Hamilton,Lower Hutt,North Shore,Tauranga,Waitakere,Wellington
12.267,7.407,4.49,10.803,9.706,12.267,10.876,12.267,9.706
13.4,8.129,6.492999999999999,12.328,10.645,13.4,12.079,13.4,10.645
16.06,11.434,10.507,15.376,13.406,16.06,14.800999999999998,16.06,13.406
18.41,14.010000000000002,13.066,18.134,16.079,18.41,17.538999999999998,18.41,16.079
18.71,14.01,13.566,18.539,16.009,18.71,17.387,18.71,16.009
18.724,12.95,11.630999999999998,18.211,15.773,18.724,16.825,18.724,15.773
18.338,12.816,10.765999999999998,17.351999999999997,15.25,18.338,16.613999999999994,18.338,15.25
16.147000000000002,10.189,6.897,14.226,12.814,16.147000000000002,14.07,16.147000000000002,12.814
14.682,8.806999999999997,4.24,12.184,11.508,14.682,12.356,14.682,11.508
12.515999999999998,7.205,1.779,9.834,9.92,12.515999999999998,10.437,12.515999999999998,9.92
11.015,4.819999999999999,-0.361,8.151,7.7349999999999985,11.015,8.956999999999997,11.015,7.7349999999999985
11.122,5.682,1.764,8.809,7.957999999999999,11.122,9.148,11.122,7.957999999999999
12.558,8.859,6.581,11.146,10.659,12.558,11.087,12.558,10.659
12.863,9.083,7.7429999999999986,12.086,11.01,12.863,11.537,12.863,11.01
15.003,10.936,10.259,14.467,12.752,15.003,13.745,15.003,12.752
16.037,11.229,10.433,15.518999999999998,13.504,16.037,14.64,16.037,13.504
17.326999999999998,11.844,11.135,17.051,14.49,17.326999999999998,16.340999999999998,17.326999999999998,14.49
18.472,13.901,13.405,18.003,15.673000000000002,18.472,16.673,18.472,15.673000000000002
18.532,13.357,11.524,17.58,15.668,18.532,16.764,18.532,15.668
15.958999999999998,9.919,6.684,14.261,12.954,15.958999999999998,14.328,15.958999999999998,12.954
14.93,9.198,4.716,12.563,11.93,14.93,12.791,14.93,11.93
13.677,7.191,1.767,10.852,10.521,13.677,11.201,13.677,10.521
12.762,6.234999999999999,0.8110000000000002,9.907,9.422,12.762,10.461,12.762,9.422
12.226,7.409,3.123,10.048,9.893,12.226,10.528,12.226,9.893
13.023,8.206,5.587999999999999,11.531,10.456,13.023,11.51,13.023,10.456
13.524,9.488,7.922999999999999,12.69,11.687,13.524,12.528,13.524,11.687
15.906,11.222,10.389,15.359000000000002,13.566,15.906,14.841,15.906,13.566
17.965999999999998,13.913,13.144,17.709,15.92,17.965999999999998,16.832,17.965999999999998,15.92
19.413,13.57,12.863,19.171,16.375,19.413,18.234,19.413,16.375
20.325,14.549,13.149,19.951,17.383000000000006,20.325,18.779,20.325,17.383000000000006
18.963,13.0,11.314,17.982999999999997,15.972,18.963,17.168,18.963,15.972
15.362999999999998,9.633,6.582000000000001,13.422,12.385,15.362999999999998,13.147,15.362999999999998,12.385
14.715,9.364,5.098,12.276,11.869000000000002,14.715,12.455,14.715,11.869000000000002
13.133,7.218999999999999,2.148,10.249,9.916,13.133,10.739999999999998,13.133,9.916
11.97,5.408,-0.0189999999999999,9.017,8.427999999999999,11.97,9.67,11.97,8.427999999999999
12.226,7.212000000000001,3.117,9.974,9.603,12.226,10.424,12.226,9.603
12.654000000000002,8.288,5.707000000000001,11.168,10.52,12.654000000000002,11.227,12.654000000000002,10.52
14.147,10.335,8.615,13.416,12.328,14.147,13.148,14.147,12.328
15.954,11.992,11.086,15.583,14.072,15.954,14.914,15.954,14.072
16.727,13.074000000000002,12.466,16.404,14.804,16.727,15.33,16.727,14.804
17.808,13.052,12.324000000000002,17.497,15.415,17.808,16.421,17.808,15.415
18.031,13.187,12.785,17.596,15.2,18.031,16.146,18.031,15.2
18.864,14.18,12.802,18.173,16.564,18.864,17.145,18.864,16.564
18.139,12.582,9.2,16.493,15.421,18.139,16.372,18.139,15.421
14.762,8.757,4.52,12.517,11.814,14.762,12.684,14.762,11.814
12.669,6.941,1.462,10.023,10.049,12.669,10.553,12.669,10.049
11.716,5.545,0.5450000000000002,9.003,8.834999999999997,11.716,9.553,11.716,8.834999999999997
11.986,7.353,3.67,9.897,9.553,11.986,10.112,11.986,9.553
12.52,8.193999999999999,5.346,11.149,10.452,12.52,11.147,12.52,10.452
13.035,9.187,7.858,12.283,11.3,13.035,11.748,13.035,11.3
14.809,10.08,8.796999999999997,14.267,12.64,14.809,13.642,14.809,12.64
15.612,10.303,9.512,15.189999999999998,13.098,15.612,14.345999999999998,15.612,13.098
17.368,12.139,11.52,17.266,14.896,17.368,16.293,17.368,14.896
17.706,11.284,10.309,17.18,14.498,17.706,16.033,17.706,14.498
16.986,10.857,8.901,16.046,14.092,16.986,15.338,16.986,14.092
15.965999999999998,10.287,7.102,14.237,13.140999999999998,15.965999999999998,13.867,15.965999999999998,13.140999999999998
13.273,7.576,3.228,10.855,10.307,13.273,11.049,13.273,10.307
12.323,6.235,0.971,9.541,9.266,12.323,10.183,12.323,9.266
11.362,6.047000000000001,0.6950000000000001,8.594999999999999,8.763,11.362,9.338,11.362,8.763
10.888,6.561,2.8680000000000003,8.706,8.656,10.888,9.025,10.888,8.656
12.94,8.786,5.94,11.574000000000002,11.175,12.94,11.755999999999998,12.94,11.175
13.414,9.393,7.872000000000001,12.529000000000002,11.486,13.414,12.272,13.414,11.486
14.844,10.395,9.623,14.372,12.68,14.844,13.699000000000002,14.844,12.68
16.605999999999998,12.622,12.026,16.24,14.751,16.605999999999998,15.336,16.605999999999998,14.751
18.64,13.524,12.595999999999998,18.547,16.328,18.64,17.956,18.64,16.328
18.798,12.733,11.571,18.512,16.028000000000002,18.798,17.340999999999998,18.798,16.028000000000002
18.974,12.693,10.707,18.016,15.807,18.974,17.625,18.974,15.807
15.428999999999998,9.362,6.332999999999999,13.675,12.187,15.428999999999998,13.186,15.428999999999998,12.187
12.546,6.443999999999999,2.419,10.035,9.091,12.546,9.994,12.546,9.091
11.835,5.867999999999999,1.213,9.02,8.892999999999999,11.835,9.432,11.835,8.892999999999999
12.202,6.856,1.891,9.398,9.467,12.202,10.155,12.202,9.467
12.343,6.877999999999999,2.96,9.954,9.429,12.343,10.371,12.343,9.429
12.906,9.467,6.823,11.550999999999998,11.41,12.906,11.335,12.906,11.41
14.063,9.977,8.494,13.177,12.021,14.063,12.86,14.063,12.021
15.312,10.671,9.648,14.592,13.082,15.312,14.050999999999998,15.312,13.082
15.635,11.581,11.139,15.176999999999998,13.685,15.635,14.446,15.635,13.685
19.619,14.94,14.518,19.633,17.456,19.619,18.756,19.619,17.456
19.09,13.628,12.412,18.733,16.553,19.09,17.671,19.09,16.553
18.52,12.954,11.273,17.538999999999998,15.622,18.52,16.66,18.52,15.622
16.447999999999997,11.021,7.667000000000001,14.626,13.59,16.447999999999997,14.388,16.447999999999997,13.59
13.518999999999998,7.265,2.714,10.967,10.112,13.518999999999998,11.422,13.518999999999998,10.112
12.036,6.273,1.347,9.177,8.994,12.036,9.662999999999998,12.036,8.994
11.401,6.324999999999998,1.455,8.553999999999998,8.67,11.401,9.133,11.401,8.67
11.374,6.694,3.051,9.137,8.954,11.374,9.572,11.374,8.954
12.373,8.241999999999999,5.94,10.918,10.402,12.373,10.923,12.373,10.402
13.323,9.663,8.177999999999999,12.638000000000002,11.961,13.323,12.304,13.323,11.961
14.823,10.251,9.151,14.21,12.601,14.823,13.716,14.823,12.601
15.92,10.658,9.858,15.487999999999998,13.242,15.92,14.859000000000002,15.92,13.242
19.021,13.295,12.485,18.914,16.398,19.021,18.119,19.021,16.398
18.942,12.419,11.439,18.426,15.818,18.942,17.54,18.942,15.818
17.237000000000002,11.22,9.8,16.128999999999998,13.909,17.237000000000002,15.467,17.237000000000002,13.909
15.596999999999998,9.756,6.922000000000001,13.739,12.42,15.596999999999998,13.462,15.596999999999998,12.42
13.966,8.674999999999999,3.956,11.532,11.161,13.966,11.689,13.966,11.161
12.808,6.197,0.657,9.803,9.408,12.808,10.387,12.808,9.408
12.416,7.239999999999998,1.951,9.69,9.79,12.416,10.454,12.416,9.79
11.956,7.178,3.462,9.63,9.233,11.956,9.838,11.956,9.233
14.025,9.678,7.095,12.639,11.905,14.025,12.651,14.025,11.905
14.584,10.698,9.258,13.840000000000002,12.89,14.584,13.465,14.584,12.89
15.235,10.696,9.932,14.633,12.987,15.235,14.253,15.235,12.987
16.97,12.752,11.813,16.788999999999998,15.196,16.97,16.072,16.97,15.196
18.209,13.365,12.508,18.232,16.333,18.209,17.426,18.209,16.333
20.292,14.912,13.704,20.177,18.165000000000006,20.292,19.237,20.292,18.165000000000006
19.707,14.6,12.675,19.024,17.615,19.707,18.161,19.707,17.615
16.605999999999998,11.418,8.644,14.977,13.975,16.605999999999998,14.656,16.605999999999998,13.975
15.069,9.139,4.48,12.67,11.993,15.069,12.879,15.069,11.993
13.816,8.578,3.13,10.93,10.83,13.816,11.087,13.816,10.83
12.558,6.590999999999998,1.056,9.716,9.243,12.558,10.286,12.558,9.243
11.985,6.638,2.54,9.617,8.957,11.985,9.945,11.985,8.957
12.887,8.822000000000001,6.397,11.470999999999998,10.732,12.887,11.514,12.887,10.732
13.869000000000002,9.387,8.012,12.908,11.414,13.869000000000002,12.502,13.869000000000002,11.414
15.822,12.044,10.878,15.42,14.023,15.822,14.646999999999998,15.822,14.023
17.849,14.306,13.452,17.79,16.225,17.849,16.837,17.849,16.225
18.771,15.005999999999998,14.674,18.835,17.122,18.771,17.647000000000002,18.771,17.122
18.348,13.284,12.351,18.206000000000003,16.296000000000006,18.348,16.994,18.348,16.296000000000006
17.580000000000002,13.21,11.552,16.738999999999994,15.488,17.580000000000002,15.781999999999998,17.580000000000002,15.488
16.849,11.77,8.276,15.163,14.328,16.849,15.015999999999998,16.849,14.328
14.873,9.769,5.247000000000001,12.476,12.088,14.873,12.583,14.873,12.088
12.947,7.1610000000000005,1.999,9.929,9.723,12.947,10.338,12.947,9.723
12.62,7.459999999999999,2.0250000000000004,9.768,9.786,12.62,10.495,12.62,9.786
11.705,6.6370000000000005,2.803,9.457,9.053,11.705,9.878,11.705,9.053
12.955,9.371,6.676,11.509,11.257,12.955,11.637,12.955,11.257
14.242,10.11,8.721,13.411,12.206,14.242,12.962000000000002,14.242,12.206
15.535,11.84,11.195,14.894,13.469,15.535,14.09,15.535,13.469
16.641,12.189,11.226,16.406999999999996,14.749,16.641,15.564,16.641,14.749
18.453,13.842,13.065,18.26,16.381,18.453,17.234,18.453,16.381
19.03,15.011,14.214,18.692,17.191000000000006,19.03,17.555,19.03,17.191000000000006
17.928,13.063,11.58,16.816,15.112,17.928,15.944,17.928,15.112
16.729999999999997,10.885,7.585,14.888,13.599,16.729999999999997,14.709,16.729999999999997,13.599
14.363,8.665,4.103,12.001,11.452,14.363,12.367,14.363,11.452
12.914,6.964,1.574,9.998,9.675,12.914,10.685,12.914,9.675
10.65,4.561999999999999,-0.6359999999999999,7.799999999999999,7.267999999999999,10.65,8.511000000000001,10.65,7.267999999999999
11.458,6.771,2.783,9.199,8.89,11.458,9.808,11.458,8.89
12.222,8.327,5.635,10.887,10.443,12.222,11.002,12.222,10.443
13.745,9.766,8.065,12.884,11.939,13.745,12.604,13.745,11.939
14.786,10.029,8.959999999999997,14.247,12.579,14.786,13.586,14.786,12.579
15.353,11.201,10.508,15.153,13.451,15.353,14.281,15.353,13.451
17.299999999999994,12.36,11.35,17.347,15.229,17.299999999999994,16.629,17.299999999999994,15.229
19.415,13.73,12.608,19.059,16.64,19.415,18.047,19.415,16.64
17.711000000000006,12.483,10.559,16.845,15.078,17.711000000000006,15.938999999999998,17.711000000000006,15.078
15.339,10.035,6.8870000000000005,13.658,12.564,15.339,13.403,15.339,12.564
13.669999999999998,8.203999999999999,3.753,11.313,10.86,13.669999999999998,11.488,13.669999999999998,10.86
12.333,7.005,1.967,9.597,9.578,12.333,10.188,12.333,9.578
11.731,6.853,1.491,8.918,9.023,11.731,9.705,11.731,9.023
11.41,7.575,3.237,9.372,9.699,11.41,9.93,11.41,9.699
11.793,7.377999999999999,5.048,10.463,9.815,11.793,10.534,11.793,9.815
13.318,9.677,8.06,12.611,11.793,13.318,12.345,13.318,11.793
13.935,9.725,8.765999999999998,13.524,12.12,13.935,13.064,13.935,12.12
15.771,11.597,11.071,15.45,13.679,15.771,14.845999999999998,15.771,13.679
17.351,12.203,11.337,17.089000000000002,14.83,17.351,16.245,17.351,14.83
19.04,13.989,13.23,18.728,16.572000000000006,19.04,17.625,19.04,16.572000000000006
18.06,12.693,10.843,17.137999999999998,15.437,18.06,16.516,18.06,15.437
16.014999999999993,11.282,8.148,14.37,13.48,16.014999999999993,14.159,16.014999999999993,13.48
13.263,7.470999999999999,3.217,10.781,10.215,13.263,11.115,13.263,10.215
12.798,7.136,1.861,9.944,9.585,12.798,10.575,12.798,9.585
11.53,7.26,2.462,8.773,9.019,11.53,9.359,11.53,9.019
11.33,5.763,1.513,8.949,8.288,11.33,9.292,11.33,8.288
12.265,7.575,4.982,10.754,9.789,12.265,10.682,12.265,9.789
13.755,9.994,8.392999999999999,12.884,11.76,13.755,12.427,13.755,11.76
15.08,10.15,8.866,14.459,12.615,15.08,14.039,15.08,12.615
17.11,12.666,11.865,16.84,15.036,17.11,16.203,17.11,15.036
18.053,13.414,12.948,17.868,15.847,18.053,16.845,18.053,15.847
18.487,13.156,12.213,18.033,15.839000000000002,18.487,16.988,18.487,15.839000000000002
18.131,12.323,10.772,17.112000000000002,15.101,18.131,16.433,18.131,15.101
15.361,9.701,6.689,13.428,12.086,15.361,13.147,15.361,12.086
14.485,9.16,4.463,12.039,11.574000000000002,14.485,12.29,14.485,11.574000000000002
13.535,7.14,1.27,10.699000000000002,10.425,13.535,11.289,13.535,10.425
11.996,6.558,0.8430000000000001,9.255,9.275,11.996,9.928999999999998,11.996,9.275
12.066,6.925,2.642,9.866,9.427,12.066,10.364,12.066,9.427
13.088,8.953,6.582000000000001,11.715,10.992,13.088,11.757,13.088,10.992
14.214,9.724,8.128,13.411,12.149,14.214,13.074000000000002,14.214,12.149
14.863,11.136,10.38,14.332,12.813,14.863,13.789,14.863,12.813
16.808,12.151,10.964,16.555,14.7,16.808,15.899,16.808,14.7
18.965,13.697,13.109000000000002,18.87,16.177,18.965,17.552,18.965,16.177
19.121,14.389,13.603,18.948,16.893,19.121,17.627,19.121,16.893
18.107,11.443,9.133,17.092,14.939,18.107,16.4,18.107,14.939
16.189,10.609000000000002,7.505,14.38,13.308,16.189,14.183,16.189,13.308
14.618,8.841999999999997,4.573,12.202,11.491,14.618,12.463,14.618,11.491
12.018,5.843999999999999,0.5150000000000001,9.006,8.75,12.018,9.5,12.018,8.75
11.61,5.851999999999999,0.7620000000000001,8.68,8.623999999999999,11.61,9.283,11.61,8.623999999999999
12.17,7.242000000000001,3.361,9.897,9.676,12.17,10.294,12.17,9.676
12.392,8.395999999999999,6.263999999999999,10.880999999999998,10.395,12.392,10.948,12.392,10.395
14.444,11.103,9.903,13.717,12.979,14.444,13.393,14.444,12.979
15.374,10.778,10.095,14.809,13.324000000000002,15.374,14.481,15.374,13.324000000000002
17.078,12.623,11.911,16.817999999999998,15.28,17.078,16.047,17.078,15.28
18.182,14.151,13.735,18.094,16.523,18.182,17.16,18.182,16.523
17.979,12.297,10.961,17.519000000000002,15.415,17.979,16.797,17.979,15.415
17.175,11.599,9.823,16.11,14.402,17.175,15.659999999999998,17.175,14.402
14.955999999999998,9.148,6.037000000000001,13.138,12.021,14.955999999999998,13.278,14.955999999999998,12.021
14.726,8.716999999999999,3.953,12.247,11.765,14.726,12.408,14.726,11.765
12.662,6.1690000000000005,0.7140000000000001,9.715,9.251,12.662,10.247,12.662,9.251
11.257,5.396,0.06,8.456999999999999,8.386000000000001,11.257,9.213,11.257,8.386000000000001
10.925999999999998,6.308,2.69,8.684999999999999,8.327,10.925999999999998,9.328,10.925999999999998,8.327
12.608,8.987,6.645,11.234000000000002,10.666,12.608,11.198,12.608,10.666
13.696000000000002,9.594,8.318999999999999,12.882,11.741,13.696000000000002,12.547,13.696000000000002,11.741
15.793,13.181,12.427,15.405,14.553,15.793,14.713,15.793,14.553
17.862000000000002,14.149,13.191,17.596999999999994,16.064,17.862000000000002,16.631,17.862000000000002,16.064
19.015,14.751,14.072,18.959,17.043,19.015,17.983,19.015,17.043
19.694000000000003,15.027,14.296,19.367,17.357000000000006,19.694000000000003,18.262,19.694000000000003,17.357000000000006
19.354,13.578,11.695,18.379,16.224,19.354,17.351,19.354,16.224
18.268,13.191,9.973,16.653,15.672,18.268,16.063,18.268,15.672
14.576,8.949,4.623,12.078,11.317,14.576,12.145,14.576,11.317
12.761,7.218999999999999,1.877,9.937,9.779,12.761,10.473,12.761,9.779
11.532,6.193,1.61,8.642000000000001,8.465,11.532,9.351,11.532,8.465
11.876,7.515,3.684,9.612,9.369,11.876,9.932,11.876,9.369
13.174,9.784,7.577000000000001,11.845,11.515999999999998,13.174,11.927,13.174,11.515999999999998
14.062,10.784,9.477,13.345999999999998,12.694,14.062,12.897,14.062,12.694
15.697,12.164,11.586,15.197,13.905,15.697,14.632,15.697,13.905
16.157,12.478,12.117,15.859999999999998,14.268,16.157,15.115,16.157,14.268
18.298,14.031,13.376,18.118,16.188,18.298,16.88,18.298,16.188
18.494,13.191,12.159,18.056,15.901000000000002,18.494,17.031,18.494,15.901000000000002
17.401,11.754,10.399,16.191,14.395,17.401,15.505999999999998,17.401,14.395
15.727,10.402,7.361000000000001,13.864,12.841,15.727,13.747,15.727,12.841
14.486999999999998,8.046999999999999,3.869,11.908,10.986,14.486999999999998,12.199000000000002,14.486999999999998,10.986
12.487,5.7650000000000015,0.5450000000000002,9.61,8.796,12.487,10.204,12.487,8.796
11.691,6.776,1.831,8.969999999999997,8.934,11.691,9.524,11.691,8.934
11.243,6.745,2.878,8.993,8.715,11.243,9.483,11.243,8.715
12.104,7.24,4.55,10.582,9.735,12.104,10.704,12.104,9.735
13.695,9.853,8.437999999999999,12.951,11.893,13.695,12.669,13.695,11.893
14.38,9.96,8.866999999999997,13.783,12.517,14.38,13.387,14.38,12.517
16.707,12.477,11.307,16.365,14.732,16.707,15.929,16.707,14.732
18.515,13.886,13.177,18.33,16.476,18.515,17.461,18.515,16.476
17.089000000000002,12.282,11.575,16.563000000000002,14.598000000000004,17.089000000000002,15.736999999999998,17.089000000000002,14.598000000000004
17.332,11.652,9.889,16.087,14.0,17.332,15.281999999999998,17.332,14.0
16.592,12.095,9.196,14.902,14.126,16.592,14.697,16.592,14.126
14.931,8.719999999999999,3.942,12.591,11.912,14.931,13.014,14.931,11.912
12.044,6.837000000000001,2.152,9.114,8.988,12.044,9.689,12.044,8.988
12.122,6.577000000000001,1.4860000000000002,9.376,9.088,12.122,10.097,12.122,9.088
11.916,7.041,3.059,9.596,9.058,11.916,10.029,11.916,9.058
12.503,8.556000000000001,6.05,11.07,10.457,12.503,11.311,12.503,10.457
14.458,9.33,7.414999999999999,13.542000000000002,12.076,14.458,13.345999999999998,14.458,12.076
14.502,10.317,9.483,13.863,12.441,14.502,13.601,14.502,12.441
16.451999999999998,11.863,11.228,16.101,14.03,16.451999999999998,15.197,16.451999999999998,14.03
18.694000000000003,14.252,13.761,18.571,16.535,18.694000000000003,17.602,18.694000000000003,16.535
19.354,14.377,13.158,19.014000000000006,17.174000000000003,19.354,18.000999999999994,19.354,17.174000000000003
18.06,12.48,10.377,17.064,15.515,18.06,16.413,18.06,15.515
15.723999999999998,9.553999999999998,6.198,13.748,12.457,15.723999999999998,13.689,15.723999999999998,12.457
14.183,8.202,3.692,11.727,10.93,14.183,12.082,14.183,10.93
11.698,5.346,-0.0189999999999999,8.793,8.289,11.698,9.617,11.698,8.289
12.306,6.324999999999998,1.0910000000000002,9.481,9.446,12.306,10.173,12.306,9.446
11.615,6.361000000000001,2.126,9.275,9.199,11.615,9.843,11.615,9.199
12.855,8.404,5.3660000000000005,11.475,11.132,12.855,11.56,12.855,11.132
13.574000000000002,9.65,7.752000000000001,12.863,12.491,13.574000000000002,12.804,13.574000000000002,12.491
15.044,9.887,8.665,14.392,12.732,15.044,14.026,15.044,12.732
16.365,11.909,11.167,16.046,14.425,16.365,15.205,16.365,14.425
18.228,14.326,14.037,18.142,16.250999999999998,18.228,17.04,18.228,16.250999999999998
20.337,15.056,14.223,19.957,17.725,20.337,18.689,20.337,17.725
19.246,14.095,12.216,18.441,16.797,19.246,17.456999999999994,19.246,16.797
18.229,12.594,9.051,16.688,15.595,18.229,16.387999999999998,18.229,15.595
15.896,9.305,4.9510000000000005,13.563,12.793,15.896,13.811,15.896,12.793
12.86,6.932,1.327,9.948,9.566,12.86,10.521,12.86,9.566
12.345,7.494999999999999,2.199,9.619,9.785,12.345,10.322,12.345,9.785
12.116,7.412000000000001,3.61,9.91,9.521,12.116,10.404000000000002,12.116,9.521
13.263,8.398,5.674,11.701,10.739,13.263,11.893,13.263,10.739
14.059,10.02,8.34,13.112,12.163,14.059,12.965000000000002,14.059,12.163
15.871,10.93,10.375,15.036,12.857,15.871,14.387,15.871,12.857
17.136,12.507,11.888,16.816,14.822,17.136,16.104,17.136,14.822
18.768,13.965,13.43,18.548,16.222,18.768,17.549,18.768,16.222
18.665,13.562,12.63,18.161,16.058,18.665,17.03,18.665,16.058
19.144,12.595,10.646,18.037,15.72,19.144,17.209999999999994,19.144,15.72
16.465,10.5,7.405,14.634,13.155,16.465,14.205,16.465,13.155
14.282,8.052,4.086,11.818,10.948,14.282,11.983,14.282,10.948
13.645,7.885,2.677,10.902,10.807,13.645,11.5,13.645,10.807
11.401,6.034,0.979,8.530999999999999,8.458,11.401,9.045,11.401,8.458
11.715,6.68,3.0460000000000003,9.426,8.91,11.715,9.859,11.715,8.91
11.986,7.602,5.214,10.489999999999998,9.699000000000002,11.986,10.6,11.986,9.699000000000002
13.98,9.731,8.121,13.023,11.755,13.98,12.622,13.98,11.755
15.994000000000002,10.887,9.59,15.384,13.526,15.994000000000002,14.864,15.994000000000002,13.526
17.047,11.764,10.526,16.639999999999993,14.351,17.047,15.890999999999998,17.047,14.351
18.118,12.515999999999998,11.913,17.660999999999998,15.151,18.118,16.658,18.118,15.151
18.42,13.38,12.651,17.995,15.692000000000002,18.42,16.938,18.42,15.692000000000002
17.587,12.106,10.212,16.482,14.743,17.587,15.749,17.587,14.743
15.982,10.795,7.653,14.419,13.591,15.982,14.231,15.982,13.591
13.515999999999998,8.546999999999999,4.325,11.104,10.856,13.515999999999998,11.398,13.515999999999998,10.856
12.292,6.119,1.107,9.415,9.045,12.292,9.964,12.292,9.045
11.149,4.962,-0.1509999999999998,8.207999999999998,7.722999999999999,11.149,8.866,11.149,7.722999999999999
12.458,6.755,2.424,10.234,9.591,12.458,10.534,12.458,9.591
11.899,7.089,4.641,10.437,9.365,11.899,10.409,11.899,9.365
12.800999999999998,8.169,6.747999999999998,11.815,10.507,12.800999999999998,11.65,12.800999999999998,10.507
14.194,9.568,8.520999999999999,13.521,11.91,14.194,13.134,14.194,11.91
17.063,12.053,11.425999999999998,16.494999999999994,13.976,17.063,15.709,17.063,13.976
18.485,12.825,11.889,17.986,15.338,18.485,17.083,18.485,15.338
16.990000000000002,12.252,11.624,16.386000000000006,14.196000000000002,16.990000000000002,15.31,16.990000000000002,14.196000000000002
17.236,11.845999999999998,9.937,16.211,14.355,17.236,15.498,17.236,14.355
16.298,10.21,6.849,14.424,12.987,16.298,14.128,16.298,12.987
13.619000000000002,8.744,4.468,11.085,10.800999999999998,13.619000000000002,11.24,13.619000000000002,10.800999999999998
12.457,5.84,0.645,9.386,8.811,12.457,9.999,12.457,8.811
12.634,5.678,0.4390000000000001,9.587,8.883,12.634,10.201,12.634,8.883
12.065,6.23,2.093,9.588,8.751000000000001,12.065,10.085,12.065,8.751000000000001
11.834,6.711,4.492,10.186,9.027,11.834,10.264,11.834,9.027
13.358,10.144,8.791,12.49,11.819,13.358,12.300999999999998,13.358,11.819
16.753,11.726,10.677,16.155,14.283,16.753,15.665,16.753,14.283
17.066,12.767,11.699000000000002,16.726,15.062,17.066,16.04,17.066,15.062
17.858,12.684,11.518,17.526,15.128,17.858,16.835,17.858,15.128
18.771,12.944,11.722,18.284,15.744000000000002,18.771,17.125,18.771,15.744000000000002
18.218,12.37,10.519,17.098999999999997,15.050999999999998,18.218,16.18,18.218,15.050999999999998
16.807000000000002,11.025,7.855,14.992,13.636,16.807000000000002,14.668,16.807000000000002,13.636
13.92,8.091999999999999,3.675,11.434,10.772,13.92,11.630999999999998,13.92,10.772
12.32,6.515,1.284,9.469,9.382,12.32,10.047,12.32,9.382
10.798,5.265,0.4970000000000001,7.799999999999999,7.6,10.798,8.425999999999998,10.798,7.6
11.085,5.629,1.7180000000000002,8.731,8.121,11.085,9.228,11.085,8.121
12.792,7.933,5.098,11.281,10.153,12.792,10.95,12.792,10.153
14.828,9.98,8.482000000000001,13.973,12.552,14.828,13.567,14.828,12.552
15.522,11.630999999999998,10.686,15.008,13.706,15.522,14.439,15.522,13.706
17.227,12.247,11.542,16.909000000000002,14.862,17.227,16.02,17.227,14.862
19.321,14.418,13.675999999999998,19.213,17.097,19.321,18.097,19.321,17.097
20.044,14.351,12.824000000000002,19.72300000000001,17.274,20.044,18.773,20.044,17.274
18.885,13.335,11.41,17.837999999999994,16.151,18.885,17.051,18.885,16.151
16.737000000000002,10.485,6.94,14.935,13.69,16.737000000000002,14.803,16.737000000000002,13.69
14.8,7.991999999999999,3.244,12.286,11.198,14.8,12.443,14.8,11.198
11.848,5.722,0.5070000000000001,8.965,8.695,11.848,9.654,11.848,8.695
12.047,6.162999999999999,0.8580000000000001,9.232,8.885,12.047,9.695,12.047,8.885
11.847,6.975,3.014,9.61,9.216,11.847,10.04,11.847,9.216
12.859000000000002,8.665,6.206,11.462,10.733,12.859000000000002,11.227,12.859000000000002,10.733
13.673,9.729,8.181000000000001,12.774,11.652,13.673,12.345,13.673,11.652
15.335,10.599,9.675,14.765999999999998,13.012,15.335,13.899,15.335,13.012
17.511,13.294,12.574000000000002,17.269000000000002,15.568,17.511,16.307000000000002,17.511,15.568
17.404999999999998,12.497,11.485,17.163999999999998,15.303,17.404999999999998,16.304000000000002,17.404999999999998,15.303
18.428,13.836,13.066,18.111,16.270000000000003,18.428,16.913,18.428,16.270000000000003
17.653000000000006,12.058,10.198,16.584,14.74,17.653000000000006,15.861999999999998,17.653000000000006,14.74
16.575999999999997,11.505,8.475999999999999,14.771,13.709,16.575999999999997,14.26,16.575999999999997,13.709
13.89,8.163,3.75,11.435,10.784,13.89,11.599,13.89,10.784
12.712,6.66,1.304,9.798,9.333,12.712,10.184,12.712,9.333
11.283,5.534,0.5640000000000001,8.411,8.206999999999999,11.283,8.991999999999997,11.283,8.206999999999999
12.097,7.31,3.309,9.857,9.565,12.097,10.218,12.097,9.565
12.914,8.783,6.2410000000000005,11.505,10.935,12.914,11.373,12.914,10.935
13.962000000000002,9.576,8.109,13.133,11.975,13.962000000000002,12.729,13.962000000000002,11.975
16.658,12.684,11.864,16.195,14.897,16.658,15.342,16.658,14.897
19.472,15.685,14.837,19.511,18.306,19.472,18.394,19.472,18.306
20.67,15.835,14.579,20.708,18.848,20.67,19.654,20.67,18.848
20.864,15.655,14.655,20.696,18.623,20.864,19.304,20.864,18.623
19.041,13.968,12.237,18.127,16.445999999999998,19.041,17.006999999999998,19.041,16.445999999999998
17.372,11.845,8.747,15.789,14.711,17.372,15.318,17.372,14.711
13.906,8.274,3.693,11.502,10.965,13.906,11.689,13.906,10.965
13.292,6.295,1.016,10.371,9.612,13.292,10.793,13.292,9.612
11.928999999999998,5.787000000000001,0.5290000000000001,9.048,8.629999999999999,11.928999999999998,9.616,11.928999999999998,8.629999999999999
11.98,7.229999999999999,3.3080000000000003,9.785,9.56,11.98,10.237,11.98,9.56
11.736,6.823,4.298,10.155,9.216,11.736,10.22,11.736,9.216
