Open,High,Low,Close,Adj Close
6.50570011138916,6.506400108337402,6.500999927520752,6.50570011138916,6.50570011138916
6.505799770355225,6.507299900054932,6.480100154876709,6.505799770355225,6.505799770355225
6.492599964141846,6.509300231933594,6.489999771118164,6.49399995803833,6.49399995803833
6.502799987792969,6.508900165557861,6.486999988555908,6.5030999183654785,6.5030999183654785
6.493199825286865,6.497099876403809,6.469399929046631,6.493299961090088,6.493299961090088
6.487400054931641,6.499800205230713,6.482999801635742,6.487500190734863,6.487500190734863
6.497399806976318,6.530700206756592,6.491199970245361,6.497600078582764,6.497600078582764
6.528800010681152,6.534200191497803,6.498199939727783,6.529399871826172,6.529399871826172
6.507500171661377,6.5177001953125,6.494900226593018,6.507199764251709,6.507199764251709
6.495299816131592,6.4984002113342285,6.447299957275391,6.490200042724609,6.490200042724609
6.458000183105469,6.460000038146973,6.417900085449219,6.456200122833252,6.456200122833252
6.436200141906738,6.442800045013428,6.414899826049805,6.435200214385986,6.435200214385986
6.442299842834473,6.446899890899658,6.415299892425537,6.442299842834473,6.442299842834473
6.432300090789795,6.439799785614014,6.418000221252441,6.43209981918335,6.43209981918335
6.4197998046875,6.422900199890137,6.381899833679199,6.420599937438965,6.420599937438965
6.40310001373291,6.408599853515625,6.394400119781494,6.4029998779296875,6.4029998779296875
6.404200077056885,6.411799907684326,6.393199920654297,6.404399871826172,6.404399871826172
6.402500152587891,6.405799865722656,6.364200115203857,6.402900218963623,6.402900218963623
6.369200229644775,6.37060022354126,6.307799816131592,6.36929988861084,6.36929988861084
6.323200225830078,6.334400177001953,6.308000087738037,6.322800159454346,6.322800159454346
6.3155999183654785,6.337299823760986,6.310200214385986,6.315899848937988,6.315899848937988
6.336100101470947,6.343599796295166,6.318600177764893,6.336299896240234,6.336299896240234
6.320199966430664,6.3308000564575195,6.28000020980835,6.321100234985352,6.321100234985352
6.2891998291015625,6.306300163269043,6.278900146484375,6.2881999015808105,6.2881999015808105
6.298799991607666,6.302800178527832,6.2683000564575195,6.298399925231934,6.298399925231934
6.308000087738037,6.3105998039245605,6.276199817657471,6.307600021362305,6.307600021362305
6.292099952697754,6.30019998550415,6.264599800109863,6.289700031280518,6.289700031280518
6.28249979019165,6.284599781036377,6.246200084686279,6.28249979019165,6.28249979019165
6.267199993133545,6.343500137329102,6.264800071716309,6.267600059509277,6.267600059509277
6.326200008392334,6.332099914550781,6.292500019073486,6.326300144195557,6.326300144195557
6.287799835205078,6.330900192260742,6.27810001373291,6.286900043487549,6.286900043487549
6.3277997970581055,6.348100185394287,6.31279993057251,6.326499938964844,6.326499938964844
6.3394999504089355,6.352099895477295,6.319900035858154,6.340000152587891,6.340000152587891
6.345600128173828,6.35099983215332,6.3383002281188965,6.3460001945495605,6.3460001945495605
6.3480000495910645,6.3516998291015625,6.339099884033203,6.3471999168396,6.3471999168396
6.343599796295166,6.350399971008301,6.333099842071533,6.340099811553955,6.340099811553955
6.347400188446045,6.352099895477295,6.3383002281188965,6.348400115966797,6.348400115966797
6.348199844360352,6.350500106811523,6.336699962615967,6.346199989318848,6.346199989318848
6.3470001220703125,6.362400054931641,6.339000225067139,6.34660005569458,6.34660005569458
6.353000164031982,6.3531999588012695,6.3302998542785645,6.350200176239014,6.350200176239014
6.336299896240234,6.337699890136719,6.297900199890137,6.327300071716309,6.327300071716309
6.314199924468994,6.31850004196167,6.288099765777588,6.3140997886657715,6.3140997886657715
6.317200183868408,6.33459997177124,6.312399864196777,6.316699981689453,6.316699981689453
6.330399990081787,6.358500003814697,6.32859992980957,6.330900192260742,6.330900192260742
6.357999801635742,6.361199855804443,6.3302998542785645,6.357399940490723,6.357399940490723
6.350299835205078,6.350299835205078,6.327000141143799,6.350299835205078,6.350299835205078
6.348599910736084,6.350599765777588,6.309299945831299,6.348899841308594,6.348899841308594
6.309599876403809,6.329500198364258,6.307400226593018,6.3094000816345215,6.3094000816345215
6.324699878692627,6.341800212860107,6.319200038909912,6.324999809265137,6.324999809265137
6.341599941253662,6.3516998291015625,6.319900035858154,6.341599941253662,6.341599941253662
6.329999923706055,6.3358001708984375,6.314300060272217,6.328499794006348,6.328499794006348
6.328400135040283,6.332699775695801,6.3119001388549805,6.329100131988525,6.329100131988525
6.320199966430664,6.322700023651123,6.306399822235107,6.320400238037109,6.320400238037109
6.314499855041504,6.323400020599365,6.30079984664917,6.315999984741211,6.315999984741211
6.320700168609619,6.333000183105469,6.3140997886657715,6.320899963378906,6.320899963378906
6.338600158691406,6.344200134277344,6.320099830627441,6.338200092315674,6.338200092315674
6.333199977874756,6.333899974822998,6.320000171661377,6.331600189208984,6.331600189208984
6.332699775695801,6.33519983291626,6.320000171661377,6.332900047302246,6.332900047302246
6.3231000900268555,6.3343000411987305,6.30709981918335,6.3206000328063965,6.3206000328063965
6.334700107574463,6.3368000984191895,6.315299987792969,6.334700107574463,6.334700107574463
6.318299770355225,6.318699836730957,6.271100044250488,6.320000171661377,6.320000171661377
6.263400077819824,6.282599925994873,6.2342000007629395,6.27239990234375,6.27239990234375
6.281799793243408,6.298299789428711,6.2581000328063965,6.281799793243408,6.281799793243408
6.2947998046875,6.304200172424316,6.277500152587891,6.295599937438965,6.295599937438965
6.288599967956543,6.289999961853027,6.263500213623047,6.288899898529053,6.288899898529053
6.283199787139893,6.296500205993652,6.274899959564209,6.282199859619141,6.282199859619141
6.279200077056885,6.29010009765625,6.279200077056885,6.279399871826172,6.279399871826172
6.288000106811523,6.309100151062012,6.280900001525879,6.288400173187256,6.288400173187256
6.301700115203857,6.307400226593018,6.30079984664917,6.304200172424316,6.304200172424316
6.304100036621094,6.308000087738037,6.301400184631348,6.3024001121521,6.3024001121521
6.306300163269043,6.316199779510498,6.294400215148926,6.308599948883057,6.308599948883057
6.306300163269043,6.307400226593018,6.279699802398682,6.3053998947143555,6.3053998947143555
6.28249979019165,6.2881999015808105,6.2683000564575195,6.281599998474121,6.281599998474121
6.267899990081787,6.292699813842773,6.2657999992370605,6.268599987030029,6.268599987030029
6.28980016708374,6.293000221252441,6.27370023727417,6.290999889373779,6.290999889373779
6.27400016784668,6.287300109863281,6.267899990081787,6.274099826812744,6.274099826812744
6.275700092315674,6.2855000495910645,6.274499893188477,6.275700092315674,6.275700092315674
6.280700206756592,6.289400100708008,6.2642998695373535,6.2804999351501465,6.2804999351501465
6.264400005340576,6.279699802398682,6.2540998458862305,6.273399829864502,6.273399829864502
6.269100189208984,6.296500205993652,6.269100189208984,6.27810001373291,6.27810001373291
6.286499977111816,6.316299915313721,6.283400058746338,6.295499801635742,6.295499801635742
6.30709981918335,6.319300174713135,6.29449987411499,6.316100120544434,6.316100120544434
6.305099964141846,6.327300071716309,6.292799949645996,6.3059000968933105,6.3059000968933105
6.325799942016602,6.336400032043457,6.313000202178955,6.324699878692627,6.324699878692627
6.335899829864502,6.3471999168396,6.326200008392334,6.335400104522705,6.335400104522705
